flesch_reading_ease,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,smog_index,gunning_fog,dale_chall,n_tokens,n_types,ttr,guiraud_index,mean_word_length,max_word_length,std_word_length,mean_syllables,max_syllables,prop_long_words,prop_rare_words,n_sentences,mean_sent_length,max_sent_length,mean_tree_depth,max_tree_depth,mean_dep_distance,max_dep_distance,n_subclauses,subclause_ratio,prop_noun,prop_verb,prop_adj,prop_adv,prop_adp,prop_conj,n_unique_pos
118.17500000000001,-2.2299999999999986,-2.8999999999999986,-5.300000000000001,3.1291,1.6,7.7824,4,4,1.0,2.0,3.5,4,0.8660254037844386,1.0,1,0.0,1.0,1,5.0,5,1.0,2,2.25,4,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4
71.81500000000001,5.230000000000004,7.325000000000003,2.456666666666667,8.841846274778883,3.2,6.00705,8,8,1.0,2.82842712474619,4.625,9,2.595067436503337,1.5,3,0.25,1.0,1,9.0,9,1.7777777777777777,4,2.25,7,0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,7
73.84500000000001,4.450000000000003,2.4666666666666686,-1.6085714285714268,8.841846274778883,2.4000000000000004,0.2976,6,6,1.0,2.4494897427831783,4.0,8,2.516611478423583,1.5,3,0.16666666666666666,1.0,1,7.0,7,1.4285714285714286,3,2.0,5,1,1.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,5
75.87500000000001,3.6700000000000017,1.4500000000000028,-2.474,3.1291,1.6,11.7299,4,4,1.0,2.0,4.25,6,1.0897247358851685,1.5,2,0.0,1.0,1,5.0,5,1.0,2,1.25,2,1,1.0,0.2,0.4,0.0,0.0,0.0,0.0,4
94.30000000000001,2.342222222222226,2.822222222222223,0.0259999999999998,3.1291,3.6,9.346233333333334,9,8,0.8888888888888888,2.6666666666666665,3.888888888888889,7,1.3698697784375504,1.2222222222222223,2,0.1111111111111111,1.0,1,10.0,10,1.5,3,2.5555555555555554,7,1,1.0,0.1,0.2,0.0,0.0,0.0,0.0,6
97.025,0.7199999999999989,-4.349999999999998,-6.242000000000001,3.1291,1.6,0.1984,4,4,1.0,2.0,3.25,5,1.0897247358851685,1.25,2,0.0,1.0,1,5.0,5,1.0,2,1.25,2,0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,4
114.11500000000001,-0.6699999999999982,-2.099999999999998,-4.346666666666668,3.1291,3.2,6.00705,8,8,1.0,2.82842712474619,3.0,4,0.8660254037844386,1.0,1,0.0,1.0,1,9.0,9,1.2222222222222223,2,2.625,6,0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,8
64.9245454545455,6.936363636363637,6.290909090909089,2.91,11.20814326018867,8.036363636363637,7.053009090909091,11,11,1.0,3.3166247903554,4.2727272727272725,8,2.04898684901539,1.5454545454545454,3,0.2727272727272727,1.0,1,12.0,12,1.6666666666666667,3,2.727272727272727,10,1,1.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,9
116.14500000000001,-1.4499999999999993,-0.43333333333333357,-3.6271428571428572,3.1291,2.4000000000000004,9.197433333333334,6,6,1.0,2.4494897427831783,3.5,4,1.118033988749895,1.0,1,0.0,1.0,1,7.0,7,1.2857142857142858,3,1.8333333333333333,5,0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,6
92.965,2.280000000000001,2.25,-2.357999999999997,3.1291,3.2,7.9808,8,8,1.0,2.82842712474619,3.75,8,2.222048604328897,1.25,2,0.125,1.0,1,10.0,10,1.0,2,2.6666666666666665,5,0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,7
102.045,0.5166666666666693,-1.3999999999999986,-3.6271428571428572,3.1291,2.4000000000000004,11.8291,6,6,1.0,2.4494897427831783,3.5,5,1.6072751268321592,1.1666666666666667,2,0.0,1.0,1,7.0,7,1.5714285714285714,3,2.3333333333333335,5,0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,6
87.94500000000002,2.4833333333333343,-2.366666666666667,-4.300000000000001,8.841846274778883,2.4000000000000004,6.565766666666667,6,6,1.0,2.4494897427831783,3.3333333333333335,7,1.7950549357115013,1.3333333333333333,3,0.16666666666666666,1.0,1,7.0,7,1.0,2,1.8333333333333333,3,0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,7
84.90000000000003,3.653333333333336,2.177777777777777,-0.4450000000000003,3.1291,3.6,5.837344444444444,9,9,1.0,3.0,3.7777777777777777,8,1.9876159799998132,1.3333333333333333,2,0.1111111111111111,1.0,1,10.0,10,1.8,4,2.2222222222222223,8,0,0.0,0.2,0.1,0.1,0.1,0.2,0.0,8
97.025,0.7199999999999989,-2.8999999999999986,-5.300000000000001,3.1291,1.6,7.7824,4,4,1.0,2.0,3.5,5,1.118033988749895,1.25,2,0.0,1.0,1,5.0,5,1.0,2,1.75,3,0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,5
83.32000000000004,2.879999999999999,8.440000000000001,2.2650000000000006,3.1291,2.0,0.248,5,5,1.0,2.23606797749979,5.2,8,2.4000000000000004,1.4,2,0.4,1.0,1,6.0,6,1.1666666666666667,2,1.8,4,1,1.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,5
102.045,0.5166666666666693,2.4666666666666686,-1.6085714285714268,3.1291,2.4000000000000004,0.2976,6,6,1.0,2.4494897427831783,4.0,9,2.581988897471611,1.1666666666666667,2,0.16666666666666666,1.0,1,7.0,7,1.4285714285714286,3,1.8333333333333333,5,1,1.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,5
103.70000000000002,1.0311111111111124,-3.6222222222222236,-5.155000000000001,3.1291,3.6,0.44639999999999996,9,7,0.7777777777777778,2.3333333333333335,2.6666666666666665,6,1.5634719199411433,1.1111111111111112,2,0.0,1.0,1,10.0,10,1.5,3,2.3333333333333335,7,1,1.0,0.0,0.2,0.0,0.2,0.0,0.1,6
102.045,0.5166666666666693,2.4666666666666686,-1.6085714285714268,3.1291,2.4000000000000004,6.565766666666667,6,6,1.0,2.4494897427831783,4.0,7,1.4142135623730951,1.1666666666666667,2,0.16666666666666666,1.0,1,7.0,7,1.1428571428571428,2,2.1666666666666665,4,0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,7
95.165,2.4700000000000024,-0.7800000000000011,-1.8718181818181812,3.1291,4.0,7.2905,10,8,0.8,2.5298221281347035,3.3,6,1.3453624047073711,1.2,2,0.0,1.0,1,11.0,11,1.6363636363636365,3,2.5,9,2,2.0,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,7
100.24000000000002,0.5199999999999996,2.640000000000004,-1.6600000000000001,3.1291,2.0,10.200500000000002,5,5,1.0,2.23606797749979,4.2,6,1.469693845669907,1.2,2,0.0,1.0,1,6.0,6,1.1666666666666667,2,2.2,4,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,5
114.11500000000001,-0.6699999999999982,5.875,1.4100000000000001,3.1291,3.2,7.9808,8,8,1.0,2.82842712474619,4.375,7,1.3169567191065923,1.0,1,0.125,1.0,1,9.0,9,1.8888888888888888,4,2.375,7,1,1.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,6
90.95857142857145,2.3114285714285714,4.828571428571429,0.32124999999999915,3.1291,2.8000000000000003,6.239414285714286,7,7,1.0,2.6457513110645903,4.285714285714286,7,1.8294640678379568,1.2857142857142858,2,0.14285714285714285,1.0,1,8.0,8,1.25,2,2.5714285714285716,6,0,0.0,0.375,0.125,0.0,0.0,0.0,0.0,6
103.70000000000002,1.0311111111111124,-0.3999999999999986,-2.8000000000000007,3.1291,3.6,0.44639999999999996,9,8,0.8888888888888888,2.6666666666666665,3.2222222222222223,5,1.4740554623801778,1.1111111111111112,2,0.0,1.0,1,10.0,10,2.0,4,2.3333333333333335,8,2,2.0,0.1,0.3,0.1,0.0,0.0,0.0,7
82.39000000000001,3.7550000000000026,5.150000000000002,1.4100000000000001,3.1291,3.2,7.9808,8,8,1.0,2.82842712474619,4.375,8,2.1758618981911515,1.375,2,0.25,1.0,1,9.0,9,1.4444444444444444,3,2.25,6,0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,7
82.39000000000001,3.7550000000000026,0.8000000000000007,-2.2533333333333303,8.841846274778883,8.200000000000001,6.00705,8,8,1.0,2.82842712474619,3.5,6,1.6583123951777,1.375,3,0.0,1.0,1,9.0,9,1.8888888888888888,4,2.125,7,1,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,9
116.14500000000001,-1.4499999999999993,-0.43333333333333357,-3.6271428571428572,3.1291,2.4000000000000004,0.2976,6,6,1.0,2.4494897427831783,3.5,5,1.6072751268321592,1.0,1,0.0,1.0,1,7.0,7,1.0,2,2.0,4,1,1.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,5
90.95857142857145,2.3114285714285714,7.314285714285717,2.0874999999999986,3.1291,2.8000000000000003,6.239414285714286,7,7,1.0,2.6457513110645903,4.714285714285714,8,1.4846149779161804,1.2857142857142858,2,0.14285714285714285,1.0,1,8.0,8,1.25,2,1.7142857142857142,3,0,0.0,0.25,0.125,0.125,0.125,0.0,0.0,7
